product_code,fit,sub_category_class_raw,class_name,main_category,category,sub_category,main_category_en,category_en,sub_category_en,sub_category_class_en
M100980-87796,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010152-83664,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100277-86392,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M100488-89977,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010622-86288,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010152-83765,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101339-24623,Other,Büyük Beden,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Curvy
M101441-86240,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1072888309,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1074687597,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1070485723,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1067012516,Other,Denim All,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim Pants,,
M101441-86469,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100328-85607,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1074689954,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010152-88318,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010600-89581,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M100328-82965,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1073486144,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010114-85283,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1013684068,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1067283393,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010114-90807,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-84373,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1072886116,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010152-89663,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070487614,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010336-83440,Other,Cargo Pants,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Cargo Pants
M1073483492,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100488-83406,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010914-90374,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101047-89198,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010763-88632,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074690151,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010600-86494,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010381-87466,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101077-83603,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010596-86165,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074686016,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1012565-89482,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101441-89998,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101047-87758,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010809-89003,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1072885698,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101441-86247,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010200-88311,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101489-83776,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010381-84810,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010338-88270,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101047-85116,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1074683517,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101065-33303,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1087288343,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100488-88765,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010578-89222,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010623-88747,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010353-84843,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100328-86444,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101225-84394,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010623-88897,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101225-35482,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
